log_id,municipality_code,citizen_id,category,action_type,target_age_group,action_date,frequency_score,recency_days,engagement_value
L00797,073229,C0041,育児,子育て施設チェックイン,30代子育て層,2024-12-04,3,60,6.9
L00798,073229,C0041,教育,図書館利用,30代子育て層,2024-12-28,2,39,4.1
L00799,073229,C0042,育児,子育て施設チェックイン,30代子育て層,2024-07-25,3,44,5.8
L00800,073229,C0042,育児,子育て施設チェックイン,30代子育て層,2024-12-21,3,44,6.6
L00801,073229,C0042,育児,子育て施設チェックイン,30代子育て層,2024-07-15,3,44,7.2
L00802,073229,C0042,育児,子育て施設チェックイン,30代子育て層,2024-12-16,3,44,6.7
L00803,073229,C0042,育児,子育て相談,30代子育て層,2024-10-22,3,44,5.8
L00804,073229,C0042,育児,子育て施設チェックイン,30代子育て層,2024-08-29,3,44,7.0
L00805,073229,C0042,育児,子育て施設チェックイン,30代子育て層,2024-11-29,3,44,7.6
L00806,073229,C0042,育児,子育て施設チェックイン,30代子育て層,2024-10-07,3,44,6.7
L00807,073229,C0042,育児,子育て相談,30代子育て層,2024-12-01,3,44,7.6
L00808,073229,C0042,育児,子育て施設チェックイン,30代子育て層,2024-07-10,3,44,6.9
L00809,073229,C0042,育児,子育て施設チェックイン,30代子育て層,2024-07-25,3,44,5.8
L00810,073229,C0042,育児,児童手当申請(オンライン),30代子育て層,2024-09-21,1,51,4.4
L00811,073229,C0043,育児,子育て施設チェックイン,30代子育て層,2024-11-02,3,43,5.8
L00812,073229,C0043,育児,子育て相談,30代子育て層,2024-10-27,3,43,6.5
L00813,073229,C0043,育児,子育て施設チェックイン,30代子育て層,2024-08-02,3,43,5.6
L00814,073229,C0043,育児,子育て施設チェックイン,30代子育て層,2024-07-31,3,43,7.5
L00815,073229,C0043,育児,子育て施設チェックイン,30代子育て層,2024-09-04,3,43,7.0
L00816,073229,C0043,育児,子育て施設チェックイン,30代子育て層,2024-09-26,3,43,7.2
L00817,073229,C0043,育児,保育所申込(窓口),30代子育て層,2024-09-01,3,43,7.9
L00818,073229,C0043,育児,児童手当申請(オンライン),30代子育て層,2024-12-19,1,57,4.2
L00819,073229,C0044,育児,子育て相談,30代子育て層,2024-10-27,3,49,7.3
L00820,073229,C0044,育児,子育て施設チェックイン,30代子育て層,2024-12-31,3,49,6.1
L00821,073229,C0044,育児,子育て施設チェックイン,30代子育て層,2024-12-31,3,49,7.9
L00822,073229,C0044,育児,子育て施設チェックイン,30代子育て層,2024-07-30,3,49,7.9
L00823,073229,C0044,育児,子育て施設チェックイン,30代子育て層,2024-10-05,3,49,6.5
L00824,073229,C0044,育児,子育て施設チェックイン,30代子育て層,2024-09-09,3,49,7.5
L00825,073229,C0044,育児,子育て施設チェックイン,30代子育て層,2024-12-14,3,49,6.4
L00826,073229,C0044,育児,子育て施設チェックイン,30代子育て層,2024-10-12,3,49,7.3
L00827,073229,C0044,育児,子育て施設チェックイン,30代子育て層,2024-10-29,3,49,7.4
L00828,073229,C0044,育児,子育て相談,30代子育て層,2024-12-31,3,49,7.9
L00829,073229,C0044,育児,保育所申込(窓口),30代子育て層,2024-12-02,3,49,5.8
L00830,073229,C0044,教育,図書館利用,30代子育て層,2024-09-20,1,16,5.1
L00831,073229,C0044,育児,児童手当申請(オンライン),30代子育て層,2024-10-11,1,56,4.8
L00832,073229,C0045,育児,子育て施設チェックイン,30代子育て層,2024-11-05,3,34,7.4
L00833,073229,C0045,育児,子育て施設チェックイン,30代子育て層,2024-12-16,3,34,8.3
L00834,073229,C0045,育児,子育て施設チェックイン,30代子育て層,2024-08-15,3,34,7.0
L00835,073229,C0045,育児,子育て施設チェックイン,30代子育て層,2024-09-22,3,34,8.0
L00836,073229,C0045,育児,子育て施設チェックイン,30代子育て層,2024-10-03,3,34,8.4
L00837,073229,C0045,育児,子育て施設チェックイン,30代子育て層,2024-08-22,3,34,7.9
L00838,073229,C0045,育児,保育所申込(窓口),30代子育て層,2024-11-10,3,34,7.5
L00839,073229,C0045,育児,子育て施設チェックイン,30代子育て層,2024-11-06,3,34,6.7
L00840,073229,C0045,育児,子育て相談,30代子育て層,2024-11-06,3,34,6.0
L00841,073229,C0045,育児,子育て施設チェックイン,30代子育て層,2024-08-29,3,34,6.4
L00842,073229,C0045,教育,図書館利用,30代子育て層,2024-08-16,2,36,5.6
L00843,073229,C0045,育児,児童手当申請(オンライン),30代子育て層,2024-08-02,1,47,5.3
L00844,073229,C0046,育児,子育て施設チェックイン,30代子育て層,2024-07-14,3,33,7.8
L00845,073229,C0046,育児,子育て施設チェックイン,30代子育て層,2024-08-28,3,33,8.5
L00846,073229,C0046,育児,子育て施設チェックイン,30代子育て層,2024-12-18,3,33,7.8
L00847,073229,C0046,育児,子育て施設チェックイン,30代子育て層,2024-07-12,3,33,6.8
L00848,073229,C0046,育児,子育て施設チェックイン,30代子育て層,2024-07-26,3,33,6.8
L00849,073229,C0046,育児,保育所申込(窓口),30代子育て層,2024-09-02,3,33,6.1
L00850,073229,C0046,育児,子育て相談,30代子育て層,2024-12-27,3,33,6.6
L00851,073229,C0046,育児,子育て相談,30代子育て層,2024-12-12,3,33,6.8
L00852,073229,C0046,育児,子育て施設チェックイン,30代子育て層,2024-08-25,3,33,7.9
L00853,073229,C0046,育児,子育て相談,30代子育て層,2024-11-26,3,33,6.6
L00854,073229,C0046,育児,子育て施設チェックイン,30代子育て層,2024-11-18,3,33,6.0
L00855,073229,C0046,育児,保育所申込(窓口),30代子育て層,2024-09-16,3,33,6.4
L00856,073229,C0046,教育,学習支援参加,30代子育て層,2024-12-24,1,13,6.9
L00857,073229,C0047,育児,子育て相談,30代子育て層,2024-08-05,3,27,7.6
L00858,073229,C0047,育児,子育て施設チェックイン,30代子育て層,2024-08-10,3,27,7.6
L00859,073229,C0047,育児,子育て相談,30代子育て層,2024-12-24,3,27,6.7
L00860,073229,C0047,育児,子育て施設チェックイン,30代子育て層,2024-12-12,3,27,6.3
L00861,073229,C0047,育児,子育て施設チェックイン,30代子育て層,2024-10-27,3,27,5.7
L00862,073229,C0047,育児,子育て相談,30代子育て層,2024-07-27,3,27,6.7
L00863,073229,C0048,育児,保育所申込(窓口),30代子育て層,2024-09-25,3,39,7.2
L00864,073229,C0048,育児,子育て相談,30代子育て層,2024-07-27,3,39,7.7
L00865,073229,C0048,育児,子育て施設チェックイン,30代子育て層,2024-12-21,3,39,7.6
L00866,073229,C0048,育児,子育て相談,30代子育て層,2024-11-17,3,39,6.7
L00867,073229,C0048,育児,保育所申込(窓口),30代子育て層,2024-08-27,3,39,7.0
L00868,073229,C0048,育児,子育て施設チェックイン,30代子育て層,2024-09-14,3,39,6.5
L00869,073229,C0048,育児,子育て施設チェックイン,30代子育て層,2024-11-25,3,39,8.1
L00870,073229,C0048,育児,子育て相談,30代子育て層,2024-12-25,3,39,7.8
L00871,073229,C0048,教育,図書館利用,30代子育て層,2024-10-29,1,12,6.8
L00872,073229,C0048,育児,児童手当申請(オンライン),30代子育て層,2024-10-28,1,30,6.0
L00873,073229,C0049,育児,保育所申込(窓口),30代子育て層,2024-08-06,3,22,8.1
L00874,073229,C0049,育児,子育て施設チェックイン,30代子育て層,2024-09-12,3,22,5.8
L00875,073229,C0049,育児,子育て施設チェックイン,30代子育て層,2024-07-25,3,22,6.6
L00876,073229,C0049,育児,保育所申込(窓口),30代子育て層,2024-08-15,3,22,5.7
L00877,073229,C0049,育児,子育て施設チェックイン,30代子育て層,2024-12-30,3,22,7.8
L00878,073229,C0049,育児,子育て施設チェックイン,30代子育て層,2024-07-27,3,22,7.6
L00879,073229,C0049,育児,子育て施設チェックイン,30代子育て層,2024-11-03,3,22,5.7
L00880,073229,C0049,育児,子育て施設チェックイン,30代子育て層,2024-11-13,3,22,7.5
L00881,073229,C0049,育児,子育て施設チェックイン,30代子育て層,2024-12-29,3,22,6.5
L00882,073229,C0049,教育,学習支援参加,30代子育て層,2024-12-28,1,35,4.2
L00883,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-10-06,3,16,8.1
L00884,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-08-07,3,16,7.4
L00885,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-07-21,3,16,7.1
L00886,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-12-17,3,16,6.0
L00887,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-08-27,3,16,7.4
L00888,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-10-17,3,16,7.3
L00889,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-08-28,3,16,5.8
L00890,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-08-04,3,16,7.3
L00891,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-10-21,3,16,6.4
L00892,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-09-12,3,16,7.4
L00893,073229,C0050,育児,子育て施設チェックイン,30代子育て層,2024-12-04,3,16,7.3
L00894,073229,C0051,育児,子育て相談,30代子育て層,2024-12-19,3,11,8.1
L00895,073229,C0051,育児,子育て施設チェックイン,30代子育て層,2024-12-06,3,11,7.0
L00896,073229,C0051,育児,子育て相談,30代子育て層,2024-09-17,3,11,7.4
L00897,073229,C0051,育児,子育て相談,30代子育て層,2024-09-03,3,11,7.0
L00898,073229,C0051,育児,子育て施設チェックイン,30代子育て層,2024-11-08,3,11,7.4
L00899,073229,C0051,育児,子育て施設チェックイン,30代子育て層,2024-07-07,3,11,8.5
L00900,073229,C0051,育児,保育所申込(窓口),30代子育て層,2024-08-06,3,11,6.7
L00901,073229,C0051,育児,子育て相談,30代子育て層,2024-10-19,3,11,6.6
L00902,073229,C0051,育児,子育て施設チェックイン,30代子育て層,2024-11-01,3,11,8.4
L00903,073229,C0051,育児,子育て相談,30代子育て層,2024-07-08,3,11,7.3
L00904,073229,C0051,育児,子育て施設チェックイン,30代子育て層,2024-08-28,3,11,5.6
L00905,073229,C0051,教育,学習支援参加,30代子育て層,2024-11-10,2,37,6.3
L00906,073229,C0052,育児,子育て施設チェックイン,30代子育て層,2024-11-18,3,15,7.3
L00907,073229,C0052,育児,子育て施設チェックイン,30代子育て層,2024-09-21,3,15,5.7
L00908,073229,C0052,育児,保育所申込(窓口),30代子育て層,2024-08-12,3,15,7.1
L00909,073229,C0052,育児,子育て施設チェックイン,30代子育て層,2024-12-13,3,15,7.8
L00910,073229,C0052,育児,子育て施設チェックイン,30代子育て層,2024-12-15,3,15,5.7
L00911,073229,C0052,育児,子育て施設チェックイン,30代子育て層,2024-09-03,3,15,5.7
L00912,073229,C0052,育児,子育て施設チェックイン,30代子育て層,2024-10-23,3,15,5.8
L00913,073229,C0052,育児,子育て施設チェックイン,30代子育て層,2024-07-18,3,15,6.4
L00914,073229,C0052,育児,子育て相談,30代子育て層,2024-08-17,3,15,5.9
L00915,073229,C0053,育児,保育所申込(窓口),30代子育て層,2024-11-14,3,41,7.1
L00916,073229,C0053,育児,子育て相談,30代子育て層,2024-09-08,3,41,6.0
L00917,073229,C0053,育児,子育て施設チェックイン,30代子育て層,2024-09-10,3,41,7.7
L00918,073229,C0053,育児,子育て施設チェックイン,30代子育て層,2024-07-11,3,41,6.5
L00919,073229,C0053,育児,子育て施設チェックイン,30代子育て層,2024-11-15,3,41,5.7
L00920,073229,C0053,育児,子育て相談,30代子育て層,2024-11-28,3,41,7.4
L00921,073229,C0053,育児,子育て施設チェックイン,30代子育て層,2024-11-11,3,41,6.6
L00922,073229,C0053,教育,図書館利用,30代子育て層,2024-10-06,1,21,6.3
L00923,073229,C0054,育児,子育て施設チェックイン,30代子育て層,2024-11-11,3,56,5.5
L00924,073229,C0054,育児,子育て相談,30代子育て層,2024-07-07,3,56,6.2
L00925,073229,C0054,育児,子育て施設チェックイン,30代子育て層,2024-10-10,3,56,8.3
L00926,073229,C0054,育児,子育て施設チェックイン,30代子育て層,2024-07-13,3,56,7.2
L00927,073229,C0054,育児,保育所申込(窓口),30代子育て層,2024-12-18,3,56,6.8
L00928,073229,C0054,育児,子育て施設チェックイン,30代子育て層,2024-10-18,3,56,8.2
L00929,073229,C0054,育児,子育て施設チェックイン,30代子育て層,2024-07-23,3,56,7.2
L00930,073229,C0054,育児,子育て施設チェックイン,30代子育て層,2024-12-23,3,56,8.2
L00931,073229,C0054,育児,子育て施設チェックイン,30代子育て層,2024-11-13,3,56,8.4
L00932,073229,C0054,育児,保育所申込(窓口),30代子育て層,2024-07-21,3,56,8.1
L00933,073229,C0054,育児,子育て相談,30代子育て層,2024-09-21,3,56,6.5
L00934,073229,C0054,育児,児童手当申請(オンライン),30代子育て層,2024-08-24,1,48,4.7
L00935,073229,C0055,育児,子育て施設チェックイン,30代子育て層,2024-10-30,3,57,6.6
L00936,073229,C0055,育児,保育所申込(窓口),30代子育て層,2024-08-23,3,57,7.7
L00937,073229,C0055,育児,子育て施設チェックイン,30代子育て層,2024-09-04,3,57,6.0
L00938,073229,C0055,育児,保育所申込(窓口),30代子育て層,2024-07-10,3,57,6.2
L00939,073229,C0055,育児,子育て施設チェックイン,30代子育て層,2024-12-28,3,57,8.1
L00940,073229,C0055,育児,保育所申込(窓口),30代子育て層,2024-07-04,3,57,7.8
L00941,073229,C0055,育児,子育て施設チェックイン,30代子育て層,2024-09-20,3,57,5.8
L00942,073229,C0055,育児,子育て施設チェックイン,30代子育て層,2024-09-02,3,57,6.8
L00943,073229,C0056,育児,子育て施設チェックイン,30代子育て層,2024-07-15,3,55,8.3
L00944,073229,C0056,育児,子育て相談,30代子育て層,2024-11-14,3,55,6.7
L00945,073229,C0056,育児,子育て相談,30代子育て層,2024-10-29,3,55,8.4
L00946,073229,C0056,育児,子育て施設チェックイン,30代子育て層,2024-07-28,3,55,7.0
L00947,073229,C0056,育児,子育て施設チェックイン,30代子育て層,2024-10-12,3,55,5.7
L00948,073229,C0056,育児,子育て施設チェックイン,30代子育て層,2024-10-23,3,55,7.5
L00949,073229,C0056,育児,子育て施設チェックイン,30代子育て層,2024-09-16,3,55,6.3
L00950,073229,C0056,教育,学習支援参加,30代子育て層,2024-12-30,3,25,5.0
L00951,073229,C0057,育児,子育て施設チェックイン,30代子育て層,2024-11-30,3,22,5.8
L00952,073229,C0057,育児,子育て施設チェックイン,30代子育て層,2024-10-27,3,22,6.9
L00953,073229,C0057,育児,子育て施設チェックイン,30代子育て層,2024-11-18,3,22,6.6
L00954,073229,C0057,育児,子育て相談,30代子育て層,2024-10-27,3,22,6.4
L00955,073229,C0057,育児,子育て施設チェックイン,30代子育て層,2024-08-03,3,22,5.8
L00956,073229,C0057,育児,子育て相談,30代子育て層,2024-09-19,3,22,8.0
L00957,073229,C0057,育児,児童手当申請(オンライン),30代子育て層,2024-09-25,1,39,3.3
L00958,073229,C0058,育児,子育て施設チェックイン,30代子育て層,2024-07-16,3,32,7.5
L00959,073229,C0058,育児,子育て施設チェックイン,30代子育て層,2024-08-17,3,32,5.6
L00960,073229,C0058,育児,子育て施設チェックイン,30代子育て層,2024-10-27,3,32,7.2
L00961,073229,C0058,育児,子育て施設チェックイン,30代子育て層,2024-07-28,3,32,6.9
L00962,073229,C0058,育児,子育て相談,30代子育て層,2024-08-08,3,32,5.9
L00963,073229,C0058,育児,子育て施設チェックイン,30代子育て層,2024-08-29,3,32,5.9
L00964,073229,C0058,育児,子育て相談,30代子育て層,2024-10-07,3,32,7.6
L00965,073229,C0058,育児,児童手当申請(オンライン),30代子育て層,2024-12-01,1,46,5.8
L00966,073229,C0059,育児,保育所申込(窓口),30代子育て層,2024-08-23,3,11,8.2
L00967,073229,C0059,育児,子育て施設チェックイン,30代子育て層,2024-08-05,3,11,5.8
L00968,073229,C0059,育児,子育て相談,30代子育て層,2024-09-26,3,11,5.9
L00969,073229,C0059,育児,保育所申込(窓口),30代子育て層,2024-07-16,3,11,6.0
L00970,073229,C0059,育児,子育て施設チェックイン,30代子育て層,2024-10-13,3,11,7.0
L00971,073229,C0059,育児,子育て施設チェックイン,30代子育て層,2024-10-21,3,11,6.0
L00972,073229,C0059,教育,図書館利用,30代子育て層,2024-09-13,2,14,4.1
L00973,073229,C0060,育児,子育て施設チェックイン,30代子育て層,2024-10-17,3,51,8.1
